Time,Power
2022-12-08 16:01:40.211184432,82656
2022-12-08 16:01:40.313641275,78930
2022-12-08 16:01:40.415997415,77750
2022-12-08 16:01:40.518432503,77154
2022-12-08 16:01:40.620880768,76619
2022-12-08 16:01:40.723293545,76619
2022-12-08 16:01:40.825719188,76619
2022-12-08 16:01:40.928087062,76607
2022-12-08 16:01:41.030526621,104002
2022-12-08 16:01:41.132943845,139446
2022-12-08 16:01:41.235412715,151905
2022-12-08 16:01:41.337825209,162923
2022-12-08 16:01:41.440578588,164191
2022-12-08 16:01:41.542975545,159413
2022-12-08 16:01:41.645723991,156531
2022-12-08 16:01:41.748505841,155330
2022-12-08 16:01:41.850947815,151617
2022-12-08 16:01:41.953433439,120565
2022-12-08 16:01:42.055758214,138093
2022-12-08 16:01:42.158175222,152436
2022-12-08 16:01:42.260621104,162287
2022-12-08 16:01:42.363052405,162818
2022-12-08 16:01:42.464876425,161233
2022-12-08 16:01:42.567608996,156531
2022-12-08 16:01:42.670357604,154742
2022-12-08 16:01:42.772783620,150822
2022-12-08 16:01:42.875698566,138378
2022-12-08 16:01:42.978209145,145101
2022-12-08 16:01:43.080991591,155206
2022-12-08 16:01:43.183710513,164914
2022-12-08 16:01:43.286463109,166484
2022-12-08 16:01:43.389312843,158588
2022-12-08 16:01:43.492100190,156238
2022-12-08 16:01:43.593958695,152739
2022-12-08 16:01:43.700108019,138805
2022-12-08 16:01:43.802810079,152615
2022-12-08 16:01:43.905553706,157529
2022-12-08 16:01:44.008216616,164336
2022-12-08 16:01:44.110885451,165929
2022-12-08 16:01:44.213710559,160000
2022-12-08 16:01:44.316464319,157120
2022-12-08 16:01:44.419229591,155035
2022-12-08 16:01:44.521724754,152206
2022-12-08 16:01:44.624510387,139954
2022-12-08 16:01:44.727154247,150613
2022-12-08 16:01:44.829881739,156349
2022-12-08 16:01:44.932614571,165682
2022-12-08 16:01:45.035329372,165635
2022-12-08 16:01:45.138107413,160646
2022-12-08 16:01:45.240842568,159592
2022-12-08 16:01:45.343597304,152501
2022-12-08 16:01:45.445972980,147198
2022-12-08 16:01:45.549176730,139069
2022-12-08 16:01:45.651906538,152321
2022-12-08 16:01:45.754756727,156941
2022-12-08 16:01:45.857539999,165717
2022-12-08 16:01:45.960259258,164134
2022-12-08 16:01:46.062979827,160000
2022-12-08 16:01:46.165830635,159298
2022-12-08 16:01:46.268637058,152150
2022-12-08 16:01:46.371412641,143680
2022-12-08 16:01:46.474121994,143649
2022-12-08 16:01:46.576919713,153999
2022-12-08 16:01:46.679608549,157762
2022-12-08 16:01:46.782437410,165717
2022-12-08 16:01:46.885225558,162109
2022-12-08 16:01:46.987960215,157120
2022-12-08 16:01:47.090732376,155298
2022-12-08 16:01:47.193248446,150678
2022-12-08 16:01:47.295996167,133712
2022-12-08 16:01:47.398728801,145602
2022-12-08 16:01:47.501514225,155059
2022-12-08 16:01:47.604172859,160403
2022-12-08 16:01:47.711448709,161171
2022-12-08 16:01:47.814177533,158180
2022-12-08 16:01:47.916951720,155035
2022-12-08 16:01:48.019619634,150735
2022-12-08 16:01:48.121400663,131806
