Files already downloaded and verified
Files already downloaded and verified
power limit arg: 125
learning rate arg: 0.0016
batch size arg: 32
ProfileDataLoader constructor: called constructor of DataLoader!
ProfileDataLoader constructor: called constructor of DataLoader!
Launching Zeus monitor 0...
[GPU_0] Set GPU power limit to 125W.
Warm-up started with power limit 125W
Training Epoch: 0 [32/50016]	Loss: 4.6525
Training Epoch: 0 [64/50016]	Loss: 4.8917
Training Epoch: 0 [96/50016]	Loss: 4.9883
Training Epoch: 0 [128/50016]	Loss: 5.1700
Training Epoch: 0 [160/50016]	Loss: 5.2886
Training Epoch: 0 [192/50016]	Loss: 5.1144
Training Epoch: 0 [224/50016]	Loss: 5.1191
Training Epoch: 0 [256/50016]	Loss: 5.1473
Training Epoch: 0 [288/50016]	Loss: 5.0836
Training Epoch: 0 [320/50016]	Loss: 5.1347
Training Epoch: 0 [352/50016]	Loss: 4.9447
Training Epoch: 0 [384/50016]	Loss: 5.3759
Training Epoch: 0 [416/50016]	Loss: 4.9459
Training Epoch: 0 [448/50016]	Loss: 4.8742
Training Epoch: 0 [480/50016]	Loss: 5.1040
Training Epoch: 0 [512/50016]	Loss: 4.9657
Training Epoch: 0 [544/50016]	Loss: 4.8034
Training Epoch: 0 [576/50016]	Loss: 4.6851
Training Epoch: 0 [608/50016]	Loss: 5.1222
Training Epoch: 0 [640/50016]	Loss: 5.4076
Training Epoch: 0 [672/50016]	Loss: 4.9488
Training Epoch: 0 [704/50016]	Loss: 4.6926
Training Epoch: 0 [736/50016]	Loss: 5.0057
Training Epoch: 0 [768/50016]	Loss: 5.2884
Training Epoch: 0 [800/50016]	Loss: 4.8271
Training Epoch: 0 [832/50016]	Loss: 5.1027
Training Epoch: 0 [864/50016]	Loss: 5.2184
Training Epoch: 0 [896/50016]	Loss: 4.5501
Training Epoch: 0 [928/50016]	Loss: 4.7829
Training Epoch: 0 [960/50016]	Loss: 4.6946
Training Epoch: 0 [992/50016]	Loss: 4.8320
Training Epoch: 0 [1024/50016]	Loss: 4.7402
Training Epoch: 0 [1056/50016]	Loss: 4.9586
Training Epoch: 0 [1088/50016]	Loss: 4.7517
Training Epoch: 0 [1120/50016]	Loss: 4.9944
Training Epoch: 0 [1152/50016]	Loss: 4.6960
Training Epoch: 0 [1184/50016]	Loss: 4.7068
Training Epoch: 0 [1216/50016]	Loss: 4.7067
Training Epoch: 0 [1248/50016]	Loss: 4.8729
Training Epoch: 0 [1280/50016]	Loss: 4.6915
Training Epoch: 0 [1312/50016]	Loss: 4.8479
Training Epoch: 0 [1344/50016]	Loss: 4.6884
Training Epoch: 0 [1376/50016]	Loss: 4.7511
Training Epoch: 0 [1408/50016]	Loss: 4.6563
Training Epoch: 0 [1440/50016]	Loss: 4.9598
Training Epoch: 0 [1472/50016]	Loss: 4.3988
Training Epoch: 0 [1504/50016]	Loss: 4.8787
Training Epoch: 0 [1536/50016]	Loss: 4.7197
Training Epoch: 0 [1568/50016]	Loss: 4.8450
Training Epoch: 0 [1600/50016]	Loss: 5.1796
Profile done with power limit 125W
epoch 1 train time consumed: 4.79s
Validation Epoch: 0, Average loss: 0.1541, Accuracy: 0.0184
Stopped Zeus monitor 0.
