Time,Power
2022-12-09 00:47:34.195037131,79940
2022-12-09 00:47:34.297485908,77851
2022-12-09 00:47:34.399935455,77027
2022-12-09 00:47:34.502335871,76728
2022-12-09 00:47:34.604728398,76430
2022-12-09 00:47:34.707129280,76430
2022-12-09 00:47:34.809523082,76430
2022-12-09 00:47:34.911883415,76430
2022-12-09 00:47:35.014259703,109934
2022-12-09 00:47:35.116666398,141024
2022-12-09 00:47:35.219064055,153349
2022-12-09 00:47:35.321502464,163448
2022-12-09 00:47:35.423915790,162746
2022-12-09 00:47:35.526353831,159398
2022-12-09 00:47:35.628744212,161050
2022-12-09 00:47:35.731499701,152120
2022-12-09 00:47:35.833907060,148132
2022-12-09 00:47:35.936262269,140430
2022-12-09 00:47:36.038659336,154062
2022-12-09 00:47:36.141086516,157449
2022-12-09 00:47:36.243486953,164767
2022-12-09 00:47:36.345917827,164103
2022-12-09 00:47:36.451956087,157984
2022-12-09 00:47:36.553920779,151880
2022-12-09 00:47:36.655673687,135952
2022-12-09 00:47:36.758157869,143040
2022-12-09 00:47:36.860619628,154357
2022-12-09 00:47:36.962953521,161042
2022-12-09 00:47:37.065354210,162809
2022-12-09 00:47:37.168037049,160690
2022-12-09 00:47:37.269854321,156805
2022-12-09 00:47:37.371612430,155365
2022-12-09 00:47:37.473432409,150940
2022-12-09 00:47:37.575159411,136009
2022-12-09 00:47:37.677577407,142795
2022-12-09 00:47:37.779951944,152939
2022-12-09 00:47:37.882405957,157890
2022-12-09 00:47:37.984820708,163334
2022-12-09 00:47:38.086603273,162696
2022-12-09 00:47:38.188398654,160343
2022-12-09 00:47:38.290171375,155365
2022-12-09 00:47:38.392002773,149903
2022-12-09 00:47:38.494467777,137965
2022-12-09 00:47:38.596927235,143926
2022-12-09 00:47:38.699337921,155299
2022-12-09 00:47:38.801758395,164388
2022-12-09 00:47:38.904137961,165338
2022-12-09 00:47:39.005962635,160338
2022-12-09 00:47:39.107765385,156805
2022-12-09 00:47:39.209517895,153005
2022-12-09 00:47:39.311338976,150109
2022-12-09 00:47:39.414135641,139042
2022-12-09 00:47:39.516927108,153529
2022-12-09 00:47:39.619668661,157247
2022-12-09 00:47:39.722430496,164332
2022-12-09 00:47:39.825189559,163571
2022-12-09 00:47:39.927900556,161165
2022-12-09 00:47:40.030634150,156190
2022-12-09 00:47:40.133432800,151825
2022-12-09 00:47:40.235858483,147805
2022-12-09 00:47:40.338318433,139544
2022-12-09 00:47:40.440788601,148568
2022-12-09 00:47:40.543547889,152939
2022-12-09 00:47:40.646012599,160272
2022-12-09 00:47:40.747833659,162394
2022-12-09 00:47:40.849638322,160575
2022-12-09 00:47:40.951389411,161934
2022-12-09 00:47:41.053107033,151882
2022-12-09 00:47:41.155490169,145642
2022-12-09 00:47:41.257914435,141081
2022-12-09 00:47:41.360350648,151702
2022-12-09 00:47:41.466652570,165396
2022-12-09 00:47:41.573711812,164160
2022-12-09 00:47:41.675530037,159691
2022-12-09 00:47:41.777333453,158812
2022-12-09 00:47:41.879093206,154480
2022-12-09 00:47:41.980871457,138080
2022-12-09 00:47:42.083303001,144569
2022-12-09 00:47:42.185751942,156184
2022-12-09 00:47:42.288171558,159983
2022-12-09 00:47:42.390622242,165984
2022-12-09 00:47:42.492484291,162106
2022-12-09 00:47:42.594253330,156894
2022-12-09 00:47:42.696398500,154478
2022-12-09 00:47:42.798204456,149871
2022-12-09 00:47:42.900812978,135952
2022-12-09 00:47:43.003526901,146476
2022-12-09 00:47:43.106287583,155772
2022-12-09 00:47:43.208996812,162859
2022-12-09 00:47:43.311673585,162451
2022-12-09 00:47:43.414494068,159749
2022-12-09 00:47:43.517318483,157100
2022-12-09 00:47:43.620127678,153357
2022-12-09 00:47:43.722486673,149043
2022-12-09 00:47:43.825199328,138716
2022-12-09 00:47:43.927926594,147741
2022-12-09 00:47:44.030599804,154355
2022-12-09 00:47:44.133361397,164976
2022-12-09 00:47:44.236079587,166361
2022-12-09 00:47:44.338874519,160338
2022-12-09 00:47:44.441687772,157189
2022-12-09 00:47:44.544486979,155896
2022-12-09 00:47:44.646933080,152415
2022-12-09 00:47:44.749677748,142450
2022-12-09 00:47:44.852422554,151997
2022-12-09 00:47:44.955209768,157836
2022-12-09 00:47:45.057955779,165214
2022-12-09 00:47:45.160713388,164512
2022-12-09 00:47:45.263545106,160633
2022-12-09 00:47:45.366353889,161345
2022-12-09 00:47:45.469179589,152735
2022-12-09 00:47:45.573168698,147862
2022-12-09 00:47:45.678546687,151464
2022-12-09 00:47:45.781022389,155503
2022-12-09 00:47:45.885795268,164538
2022-12-09 00:47:45.988528704,164424
2022-12-09 00:47:46.090270863,160281
2022-12-09 00:47:46.192030670,157722
2022-12-09 00:47:46.293884018,151530
2022-12-09 00:47:46.396262887,136247
2022-12-09 00:47:46.498772287,143631
2022-12-09 00:47:46.601298247,156657
2022-12-09 00:47:46.703714941,160804
2022-12-09 00:47:46.806157512,165396
2022-12-09 00:47:46.907942006,163514
2022-12-09 00:47:47.009732613,160281
2022-12-09 00:47:47.111521756,158517
2022-12-09 00:47:47.213370451,154185
2022-12-09 00:47:47.315146913,135771
2022-12-09 00:47:47.417497113,142795
2022-12-09 00:47:47.519939635,152939
2022-12-09 00:47:47.622414035,158747
2022-12-09 00:47:47.724889627,164512
2022-12-09 00:47:47.826709108,163809
2022-12-09 00:47:47.928491629,160575
2022-12-09 00:47:48.030296896,155601
2022-12-09 00:47:48.132043731,150462
2022-12-09 00:47:48.234799675,137669
2022-12-09 00:47:48.337600894,144576
2022-12-09 00:47:48.440430165,156093
2022-12-09 00:47:48.543139245,163799
2022-12-09 00:47:48.645896164,164359
2022-12-09 00:47:48.748677821,157687
2022-12-09 00:47:48.851396683,155658
2022-12-09 00:47:48.954082217,153005
2022-12-09 00:47:49.055899311,150462
2022-12-09 00:47:49.158339557,140726
2022-12-09 00:47:49.260726036,151759
2022-12-09 00:47:49.363154941,155534
2022-12-09 00:47:49.465664087,164595
2022-12-09 00:47:49.567476849,164480
2022-12-09 00:47:49.669287281,161165
2022-12-09 00:47:49.771094316,155331
2022-12-09 00:47:49.872899233,151587
2022-12-09 00:47:49.975231328,148427
2022-12-09 00:47:50.077698748,139544
2022-12-09 00:47:50.180151881,148304
2022-12-09 00:47:50.282623701,155829
2022-12-09 00:47:50.385057047,163448
2022-12-09 00:47:50.486886218,162983
2022-12-09 00:47:50.592911286,161871
2022-12-09 00:47:50.694993847,152120
2022-12-09 00:47:50.796968202,145848
2022-12-09 00:47:50.899417252,141909
2022-12-09 00:47:51.001813607,153415
2022-12-09 00:47:51.104224855,156623
2022-12-09 00:47:51.206597085,165396
2022-12-09 00:47:51.309128962,164160
2022-12-09 00:47:51.410886888,159691
2022-12-09 00:47:51.512702836,158517
2022-12-09 00:47:51.614503196,154128
2022-12-09 00:47:51.716393789,138566
2022-12-09 00:47:51.819182456,145941
2022-12-09 00:47:51.922017239,154888
2022-12-09 00:47:52.024775727,158686
2022-12-09 00:47:52.127529287,165273
2022-12-09 00:47:52.230333529,163809
2022-12-09 00:47:52.333138655,159723
2022-12-09 00:47:52.435936441,157132
2022-12-09 00:47:52.538743396,154185
2022-12-09 00:47:52.641571162,139660
2022-12-09 00:47:52.744299021,147418
2022-12-09 00:47:52.847054702,156657
2022-12-09 00:47:52.949802623,164739
2022-12-09 00:47:53.052527991,165860
2022-12-09 00:47:53.155306931,160633
2022-12-09 00:47:53.258184687,156837
2022-12-09 00:47:53.360018608,152415
2022-12-09 00:47:53.462474929,147837
2022-12-09 00:47:53.564961674,139280
2022-12-09 00:47:53.667420562,150874
2022-12-09 00:47:53.769886732,156657
2022-12-09 00:47:53.872295992,164358
2022-12-09 00:47:53.974169461,164186
2022-12-09 00:47:54.075955517,160044
2022-12-09 00:47:54.177763857,157690
2022-12-09 00:47:54.279582076,154716
2022-12-09 00:47:54.382354141,151292
2022-12-09 00:47:54.485121558,141909
2022-12-09 00:47:54.587855645,152882
2022-12-09 00:47:54.690643091,156920
2022-12-09 00:47:54.793438413,165420
2022-12-09 00:47:54.896191012,163834
2022-12-09 00:47:54.999019979,159986
2022-12-09 00:47:55.106807204,153595
2022-12-09 00:47:55.209466352,142263
2022-12-09 00:47:55.311960953,143926
2022-12-09 00:47:55.414385448,154593
2022-12-09 00:47:55.516842453,159274
2022-12-09 00:47:55.619244821,165689
2022-12-09 00:47:55.721094774,164455
2022-12-09 00:47:55.822884572,159398
2022-12-09 00:47:55.924669553,159107
2022-12-09 00:47:56.026435678,154537
2022-12-09 00:47:56.128772751,137251
2022-12-09 00:47:56.231314359,147418
2022-12-09 00:47:56.334011784,156597
2022-12-09 00:47:56.436522818,160153
2022-12-09 00:47:56.538883588,163891
2022-12-09 00:47:56.640677291,164103
2022-12-09 00:47:56.742426897,159986
2022-12-09 00:47:56.844189408,155601
2022-12-09 00:47:56.946054410,149227
2022-12-09 00:47:57.048779601,136543
2022-12-09 00:47:57.151525215,142803
2022-12-09 00:47:57.254313225,154414
2022-12-09 00:47:57.357209555,163627
2022-12-09 00:47:57.459957390,165633
2022-12-09 00:47:57.561862524,158663
2022-12-09 00:47:57.663699875,155717
2022-12-09 00:47:57.765535510,152120
2022-12-09 00:47:57.867955896,147805
2022-12-09 00:47:57.970332637,139544
2022-12-09 00:47:58.073097392,151702
2022-12-09 00:47:58.175852104,156362
2022-12-09 00:47:58.278579571,164626
2022-12-09 00:47:58.381345160,162688
2022-12-09 00:47:58.484079810,160870
2022-12-09 00:47:58.586855282,155363
2022-12-09 00:47:58.689585863,151937
2022-12-09 00:47:58.792414340,149960
2022-12-09 00:47:58.895144620,141613
2022-12-09 00:47:58.997917330,152292
2022-12-09 00:47:59.100660694,156124
2022-12-09 00:47:59.203353174,164569
2022-12-09 00:47:59.306092880,163865
2022-12-09 00:47:59.408894226,159691
2022-12-09 00:47:59.511689728,159376
2022-12-09 00:47:59.618937311,142532
2022-12-09 00:47:59.721734849,143663
2022-12-09 00:47:59.824486108,152054
2022-12-09 00:47:59.927193516,157009
2022-12-09 00:48:00.029896402,163980
2022-12-09 00:48:00.132609692,163635
2022-12-09 00:48:00.235348714,160696
2022-12-09 00:48:00.338128407,155660
2022-12-09 00:48:00.440909553,150166
2022-12-09 00:48:00.543279808,136543
2022-12-09 00:48:00.646577001,143335
2022-12-09 00:48:00.749364804,155299
2022-12-09 00:48:00.852095798,158778
2022-12-09 00:48:00.954833383,165451
2022-12-09 00:48:01.057538035,163930
2022-12-09 00:48:01.160434497,160281
2022-12-09 00:48:01.263161553,156780
2022-12-09 00:48:01.365975858,153890
2022-12-09 00:48:01.468803568,139691
2022-12-09 00:48:01.571606353,145941
2022-12-09 00:48:01.674385322,155772
2022-12-09 00:48:01.777131194,163799
2022-12-09 00:48:01.879874456,166190
2022-12-09 00:48:01.982677505,158632
2022-12-09 00:48:02.085474855,156009
2022-12-09 00:48:02.188194383,153062
2022-12-09 00:48:02.290580524,150789
2022-12-09 00:48:02.393359505,140758
2022-12-09 00:48:02.496086201,150905
2022-12-09 00:48:02.598838010,154888
2022-12-09 00:48:02.701601640,164037
2022-12-09 00:48:02.804311384,164749
2022-12-09 00:48:02.907065561,160575
2022-12-09 00:48:03.009883480,157960
2022-12-09 00:48:03.112634131,155070
2022-12-09 00:48:03.214495187,151324
2022-12-09 00:48:03.317220641,142294
2022-12-09 00:48:03.419943737,150905
2022-12-09 00:48:03.522707175,157009
2022-12-09 00:48:03.630605315,165044
2022-12-09 00:48:03.736249032,160633
2022-12-09 00:48:03.838024946,159283
2022-12-09 00:48:03.939808297,150677
2022-12-09 00:48:04.042256172,144459
2022-12-09 00:48:04.144999345,142720
2022-12-09 00:48:04.247734177,153177
2022-12-09 00:48:04.350172650,157598
2022-12-09 00:48:04.452630821,165158
2022-12-09 00:48:04.554461118,163571
2022-12-09 00:48:04.656226856,160575
2022-12-09 00:48:04.758042016,157665
2022-12-09 00:48:04.859815189,153300
2022-12-09 00:48:04.961672687,135019
2022-12-09 00:48:05.064045637,144864
2022-12-09 00:48:05.166534143,156479
2022-12-09 00:48:05.268993983,160310
2022-12-09 00:48:05.371477063,166515
2022-12-09 00:48:05.473345474,162106
2022-12-09 00:48:05.575145704,156599
2022-12-09 00:48:05.677020193,154242
2022-12-09 00:48:05.778838694,149313
2022-12-09 00:48:05.881275106,136781
2022-12-09 00:48:05.983720932,143631
2022-12-09 00:48:06.086191892,153234
2022-12-09 00:48:06.188690131,162334
2022-12-09 00:48:06.291151599,161631
2022-12-09 00:48:06.393001226,159749
2022-12-09 00:48:06.494816287,156542
2022-12-09 00:48:06.596638040,153357
2022-12-09 00:48:06.698997352,148834
2022-12-09 00:48:06.801501573,137965
2022-12-09 00:48:06.903959264,147181
2022-12-09 00:48:07.006452351,154709
2022-12-09 00:48:07.108933648,165214
2022-12-09 00:48:07.210764082,165633
2022-12-09 00:48:07.312590738,157484
2022-12-09 00:48:07.414387506,154062
2022-12-09 00:48:07.516110772,153005
2022-12-09 00:48:07.618568912,149846
2022-12-09 00:48:07.721053411,141350
2022-12-09 00:48:07.823521209,152110
2022-12-09 00:48:07.926044549,156714
2022-12-09 00:48:08.028453511,165451
2022-12-09 00:48:08.130258093,165338
2022-12-09 00:48:08.232103500,160338
2022-12-09 00:48:08.333973417,161108
2022-12-09 00:48:08.435778868,152767
2022-12-09 00:48:08.538210193,147594
2022-12-09 00:48:08.644929968,148949
2022-12-09 00:48:08.747841963,153234
2022-12-09 00:48:08.851895425,160272
2022-12-09 00:48:08.954539581,160984
2022-12-09 00:48:09.057239287,156364
2022-12-09 00:48:09.159957002,158491
2022-12-09 00:48:09.262711148,150404
2022-12-09 00:48:09.365136233,141941
2022-12-09 00:48:09.467832993,143335
2022-12-09 00:48:09.570594116,152882
2022-12-09 00:48:09.673525526,157303
2022-12-09 00:48:09.776310639,164274
2022-12-09 00:48:09.879091302,163635
2022-12-09 00:48:09.981840838,160933
2022-12-09 00:48:10.084563035,158222
2022-12-09 00:48:10.187300350,153595
2022-12-09 00:48:10.289745948,133835
2022-12-09 00:48:10.392195685,141672
2022-12-09 00:48:10.494694778,155004
2022-12-09 00:48:10.597191863,159952
2022-12-09 00:48:10.698998214,166810
2022-12-09 00:48:10.800827446,162401
2022-12-09 00:48:10.902630348,157427
2022-12-09 00:48:11.004455777,154832
2022-12-09 00:48:11.106237187,150757
2022-12-09 00:48:11.207949329,137431
2022-12-09 00:48:11.309749335,145108
2022-12-09 00:48:11.411537114,155740
2022-12-09 00:48:11.513424551,162923
2022-12-09 00:48:11.615177218,163628
2022-12-09 00:48:11.717024723,160633
2022-12-09 00:48:11.818792099,156805
2022-12-09 00:48:11.920599975,153947
2022-12-09 00:48:12.022383402,150519
2022-12-09 00:48:12.124199024,141081
2022-12-09 00:48:12.225995355,152407
2022-12-09 00:48:12.327775105,155772
2022-12-09 00:48:12.429604308,164388
2022-12-09 00:48:12.531455276,164947
2022-12-09 00:48:12.633288078,158571
2022-12-09 00:48:12.735079729,153414
2022-12-09 00:48:12.836942238,154185
2022-12-09 00:48:12.938722927,151825
2022-12-09 00:48:13.040481700,143926
2022-12-09 00:48:13.142287220,152349
2022-12-09 00:48:13.244132959,157893
2022-12-09 00:48:13.345951618,165803
2022-12-09 00:48:13.447722533,164872
2022-12-09 00:48:13.549551747,160633
2022-12-09 00:48:13.651329349,161640
2022-12-09 00:48:13.753144009,152472
2022-12-09 00:48:13.855052546,147009
2022-12-09 00:48:13.960091927,154709
2022-12-09 00:48:14.061946036,158452
2022-12-09 00:48:14.166047202,165591
2022-12-09 00:48:14.268786978,164129
2022-12-09 00:48:14.371550846,160219
2022-12-09 00:48:14.474334110,158457
2022-12-09 00:48:14.577103601,153947
2022-12-09 00:48:14.678919042,139126
2022-12-09 00:48:14.780691741,147035
2022-12-09 00:48:14.882504383,156625
2022-12-09 00:48:14.984296418,158979
2022-12-09 00:48:15.086065572,165158
